code,description,chapter,block
T56,"EFECTO TOXICO DE METALES T560 EFECTO TOXICO DE METALES: PLOMO Y SUS COMPUESTOS T561 EFECTO TOXICO DE METALES: MERCURIO Y SUS COMPUESTOS T562 EFECTO TOXICO DE METALES: CROMO Y SUS COMPUESTOS T563 EFECTO TOXICO DE METALES: CADMIO Y SUS COMPUESTOS T564 EFECTO TOXICO DE METALES: COBRE Y SUS COMPUESTOS T565 EFECTO TOXICO DE METALES: ZINC Y SUS COMPUESTOS T566 EFECTO TOXICO DE METALES: ESTAÑO Y SUS COMPUESTOS T567 EFECTO TOXICO DE METALES: BERILIO Y SUS COMPUESTOS T568 EFECTO TOXICO DE METALES: OTROS METALES T569 EFECTO TOXICO DE METALES: METAL, NO ESPECIFICADO EFECTO TOXICO DE OTRAS SUSTANCIAS INORGANICAS: ARSENICO Y SUS",T,T56
T57,"EFECTO TOXICO DE OTRAS SUSTANCIAS INORGANICAS T570 COMPUESTOS EFECTO TOXICO DE OTRAS SUSTANCIAS INORGANICAS: FOSFORO Y SUS T571 COMPUESTOS EFECTO TOXICO DE OTRAS SUSTANCIAS INORGANICAS: MANGANESO Y SUS T572 COMPUESTOS T573 EFECTO TOXICO DE OTRAS SUSTANCIAS INORGANICAS: ACIDO CIANHIDRICO EFECTO TOXICO DE OTRAS SUSTANCIAS INORGANICAS: OTRAS SUSTANCIAS T578 INORGANICAS, ESPECIFICADAS EFECTO TOXICO DE OTRAS SUSTANCIAS INORGANICAS: SUSTANCIA INORGANICAS, NO T579 ESPECIFICADA",T,T57
T58,EFECTO TOXICO DEL MONOXIDO DE CARBONO T58 EFECTO TOXICO DEL MONOXIDO DE CARBONO,T,T58
T59,"EFECTO TOXICO DE OTROS GASES, HUMOS Y VAPORES T590 EFECTO TOXICO DE GASES, HUMOS Y VAPORES: OXIDOS DE NITROGENO T591 EFECTO TOXICO DE GASES, HUMOS Y VAPORES: DIOXIDO DE SULFURO T592 EFECTO TOXICO DE GASES, HUMOS Y VAPORES: FORMALDEHIDO T593 EFECTO TOXICO DE GASES, HUMOS Y VAPORES: GAS LACRIMOGENO T594 EFECTO TOXICO DE GASES, HUMOS Y VAPORES: CLORO GASEOSO EFECTO TOXICO DE GASES, HUMOS Y VAPORES: GAS DE FLUOR Y FLUORURO DE T595 HIDROGENO T596 EFECTO TOXICO DE GASES, HUMOS Y VAPORES: SULFURO DE HIDROGENO T597 EFECTO TOXICO DE GASES, HUMOS Y VAPORES: DIOXIDO DE CARBONO EFECTO TOXICO DE GASES, HUMOS Y VAPORES: OTROS GASES, HUMOS Y VAPORES T598 ESPECIFICADOS EFECTO TOXICO DE GASES, HUMOS Y VAPORES: GASES, HUMOS Y VAPORES NO T599 ESPECIFICADOS EFECTO TOXICO DE PLAGUICIDAS [PESTICIDAS]: INSECTICIDAS FOSFORADOS Y",T,T59
T60,EFECTO TOXICO DE PLAGUICIDAS [PESTICIDAS] T600 CARBAMATOS T601 EFECTO TOXICO DE PLAGUICIDAS [PESTICIDAS]: INSECTICIDAS HALOGENADOS T602 EFECTO TOXICO DE PLAGUICIDAS [PESTICIDAS]: OTROS INSECTICIDAS T603 EFECTO TOXICO DE PLAGUICIDAS [PESTICIDAS]: HERBICIDAS Y FUNGICIDAS T604 EFECTO TOXICO DE PLAGUICIDAS [PESTICIDAS]: RODENTICIDAS T608 EFECTO TOXICO DE PLAGUICIDAS [PESTICIDAS]: OTROS PLAGUICIDAS T609 EFECTO TOXICO DE PLAGUICIDAS [PESTICIDAS]: PLAGUICIDA NO ESPECIFICADO EFECTO TOXICO DE SUSTANCIAS NOCIVAS INGERIDAS EFECTO TOXICO DE SUSTANCIAS NOCIVAS INGERIDAS COMO ALIMENTOS MARINOS:,T,T60
T61,T610 COMO ALIMENTOS MARINOS ENVENENAMIENTO CIGUATERO POR PESCADO EFECTO TOXICO DE SUSTANCIAS NOCIVAS INGERIDAS COMO ALIMENTOS MARINOS: T611 ENVENENAMIENTO ESCOMBROIDEO POR PESCADO EFECTO TOXICO DE SUSTANCIAS NOCIVAS INGERIDAS COMO ALIMENTOS MARINOS: T612 OTROS ENVENENAMIENTOS POR PESCADO Y MARISCOS EFECTO TOXICO DE SUSTANCIAS NOCIVAS INGERIDAS COMO ALIMENTOS MARINOS: T618 EFECTO TOXICO DE OTROS ALIMENTOS MARINOS EFECTO TOXICO DE SUSTANCIAS NOCIVAS INGERIDAS COMO ALIMENTOS MARINOS: T619 EFECTO TOXICO DE ALIMENTOS MARINOS NO ESPECIFICADOS EFECTO TOXICO DE OTRAS SUSTANCIAS NOCIVAS EFECTO TOXICO DE OTRAS SUSTANCIAS NOCIVAS INGERIDAS COMO ALIMENTO:,T,T61
T62,"T620 INGERIDAS COMO ALIMENTO HONGOS INGERIDOS EFECTO TOXICO DE OTRAS SUSTANCIAS NOCIVAS INGERIDAS COMO ALIMENTO: T621 BAYAS INGERIDAS EFECTO TOXICO DE OTRAS SUSTANCIAS NOCIVAS INGERIDAS COMO ALIMENTO: T622 OTRA(S) (PARTES DE) PLANTA(S) INGERIDA(S) EFECTO TOXICO DE OTRAS SUSTANCIAS NOCIVAS INGERIDAS COMO ALIMENTO: T628 OTRAS SUSTANCIAS NOCIVAS INGERIDAS COMO ALIMENTO EFECTO TOXICO DE OTRAS SUSTANCIAS NOCIVAS INGERIDAS COMO ALIMENTO: T629 SUSTANCIA NOCIVA INGERIDA COMO ALIMENTO, NO ESPECIFICADA EFECTO TOXICO DEL CONTACTO CON ANIMALES",T,T62
T63,T630 EFECTO TOXICO DEL CONTACTO CON ANIMALES VENENOSOS: VENENO DE SERPIENTE VENENOSOS EFECTO TOXICO DEL CONTACTO CON ANIMALES VENENOSOS: VENENO DE OTROS T631 REPTILES EFECTO TOXICO DEL CONTACTO CON ANIMALES VENENOSOS: VENENO DE T632 ESCORPION T633 EFECTO TOXICO DEL CONTACTO CON ANIMALES VENENOSOS: VENENO DE ARAÑAS EFECTO TOXICO DEL CONTACTO CON ANIMALES VENENOSOS: VENENO DE OTROS T634 ARTROPODOS (PICADURA DE ABEJA) EFECTO TOXICO DEL CONTACTO CON ANIMALES VENENOSOS: EFECTO TOXICO DEL T635 CONTACTO CON PECES EFECTO TOXICO DEL CONTACTO CON ANIMALES VENENOSOS: EFECTO TOXICO DEL T636 CONTACTO CON OTROS ANIMALES MARINOS EFECTO TOXICO DEL CONTACTO CON ANIMALES VENENOSOS: EFECTO TOXICO DEL T638 CONTACTO CON OTROS ANIMALES VENENOSOS EFECTO TOXICO DEL CONTACTO CON ANIMALES VENENOSOS: EFECTO TOXICO DEL T639 CONTACTO CON ANIMAL VENENOSO NO ESPECIFICADO EFECTO TOXICO DE AFLATOXINA Y OTRAS EFECTO TOXICO DE AFLATOXINA Y OTRAS MICOTOXINAS CONTAMINANTES DE,T,T63
T64,T64 MICOTOXINAS ALIMENTOS,T,T64
T65,"EFECTO TOXICO DE OTRAS SUSTANCIAS Y LAS NO T650 EFECTO TOXICO DE OTRAS SUSTANCIAS Y LAS NO ESPECIFICADAS: CIANURO EFECTO TOXICO DE OTRAS SUSTANCIAS Y LAS NO ESPECIFICADAS: ESTRICNINA Y T651 SUS SALES EFECTO TOXICO DE OTRAS SUSTANCIAS Y LAS NO ESPECIFICADAS: TABACO Y T652 NICOTINA EFECTO TOXICO DE OTRAS SUSTANCIAS Y LAS NO ESPECIFICADAS: NITRODERIVADOS T653 Y AMINODERIVADOS DEL BENCENO Y SUS HOMOLOGOS EFECTO TOXICO DE OTRAS SUSTANCIAS Y LAS NO ESPECIFICADAS: BISULFURO DE T654 CARBONO EFECTO TOXICO DE OTRAS SUSTANCIAS Y LAS NO ESPECIFICADAS: NITROGLICERINA T655 Y OTROS ACIDOS Y ESTERES NITRICOS EFECTO TOXICO DE OTRAS SUSTANCIAS Y LAS NO ESPECIFICADAS: PINTURAS Y T656 COLORANTES, NO CLASIFICADOS EN OTRA PARTE EFECTO TOXICO DE OTRAS SUSTANCIAS Y LAS NO ESPECIFICADAS: EFECTOS T658 TOXICOS DE OTRAS SUSTANCIAS ESPECIFICADAS EFECTO TOXICO DE OTRAS SUSTANCIAS Y LAS NO ESPECIFICADAS: EFECTO TOXICO T659 DE SUSTANCIA NO ESPECIFICADA",T,T65
T66,EFECTOS NO ESPECIFICADOS DE LA RADIACION T66 EFECTOS NO ESPECIFICADOS DE LA RADIACION,T,T66
T67,"EFECTOS DEL CALOR Y DE LA LUZ T670 GOLPE DE CALOR E INSOLACION T671 SINCOPE DE CALOR T672 CALAMBRE POR CALOR T673 AGOTAMIENTO POR CALOR, ANHIDROTICO T674 AGOTAMIENTO POR CALOR DEBIDO A DEPLECION DE SAL T675 AGOTAMIENTO POR CALOR NO ESPECIFICADO T676 FATIGA POR CALOR, TRANSITORIA T677 EDEMA POR CALOR T678 OTROS EFECTOS DEL CALOR Y DE LA LUZ T679 EFECTO DEL CALOR Y DE LA LUZ, NO ESPECIFICADO",T,T67
T68,HIPOTERMIA T68 HIPOTERMIA OTROS EFECTOS DE LA REDUCCION DE LA,T,T68
T69,"T690 MANO Y PIE DE INMERSION TEMPERATURA T691 SABAÑON(ES) T698 OTROS EFECTOS ESPECIFICADOS DE LA REDUCCION DE LA TEMPERATURA T699 EFECTO DE LA REDUCCION DE LA TEMPERATURA, NO ESPECIFICADO",T,T69
T70,"EFECTOS DE LA PRESION DEL AIRE Y DEL AGUA T700 BAROTRAUMA OTITICO T701 BAROTRAUMA SINUSAL T702 OTROS EFECTOS Y LOS NO ESPECIFICADOS DE LA GRAN ALTITUD T703 ENFERMEDAD POR DESCOMPRESION [DE LOS CAJONES SUMERGIDOS] T704 EFECTOS DE LIQUIDOS CON ALTA PRESION T708 OTROS EFECTOS DE LA PRESION DEL AIRE Y DEL AGUA T709 EFECTO DE LA PRESION DEL AIRE Y DEL AGUA, NO ESPECIFICADO",T,T70
T71,ASFIXIA T71 ASFIXIA,T,T71
T73,"EFECTOS DE OTRAS PRIVACIONES T730 EFECTOS DEL HAMBRE T731 EFECTOS DE LA SED T732 AGOTAMIENTO DEBIDO A EXPOSICION A LA INTEMPERIE T733 AGOTAMIENTO DEBIDO A ESFUERZO EXCESIVO T738 OTROS EFECTOS DE PRIVACION T739 EFECTOS DE PRIVACION, NO ESPECIFICADOS",T,T73
T74,"SINDROMES DEL MALTRATO T740 NEGLIGENCIA O ABANDONO T741 ABUSO FISICO T742 ABUSO SEXUAL T743 ABUSO PSICOLOGICO T748 OTROS SINDROMES DE MALTRATO T749 SINDROME DE MALTRATO, NO ESPECIFICADO",T,T74
T75,EFECTOS DE OTRAS CAUSAS EXTERNAS T750 EFECTOS DEL RAYO T751 AHOGAMIENTO Y SUMERSION NO MORTAL T752 EFECTOS DE LA VIBRACION T753 MAL DEL MOVIMIENTO T754 EFECTOS DE LA CORRIENTE ELECTRICA T758 OTROS EFECTOS ESPECIFICADOS DE CAUSAS EXTERNAS EFECTOS ADVERSOS NO CLASIFICADOS EN OTRA,T,T75
T78,"T780 CHOQUE ANAFILACTICO DEBIDO A REACCION ADVERSA A ALIMENTOS PARTE OTRA REACCION ADVERSA A ALIMENTOS, NO CLASIFICADA EN OTRA PARTE (ALERGIA T781 ALIMENTICIA) T782 CHOQUE ANAFILACTICO, NO ESPECIFICADO T783 EDEMA ANGIONEUROTICO (ANGIOEDEMA) T784 ALERGIA NO ESPECIFICADA T788 OTROS EFECTOS ADVERSOS, NO CLASIFICADOS EN OTRA PARTE T789 EFECTOS ADVERSOS NO ESPECIFICADO",T,T78
T79,"ALGUNAS COMPLICACIONES PRECOCES DE T790 EMBOLIA GASEOSA (TRAUMATICA) T791 EMBOLIA GRASA (TRAUMATICA) T792 HEMORRAGIA TRAUMATICA SECUNDARIA Y RECURRENTE INFECCION POSTRAUMATICA DE HERIDA, NO CLASIFICADA EN OTRA PARTE (HERIDA T793 INFECTADA) T794 CHOQUE TRAUMATICO T795 ANURIA TRAUMATICA T796 ISQUEMIA TRAUMATICA DEL MUSCULO T797 ENFISEMA SUBCUTANEO TRAUMATICO T798 OTRAS COMPLICACIONES PRECOCES DE LOS TRAUMATISMOS T799 COMPLICACIONES PRECOCES NO ESPECIFICADAS DE LOS TRAUMATISMOS COMPLICACIONES CONSECUTIVAS A INFUSION, EMBOLIA GASEOSA CONSECUTIVAS A INFUSION, TRANSFUSION E INYECCION",T,T79
T80,"T800 TRANSFUS E INYECCION TERAPEUTICA TERAPEUTICA COMPLICACIONES VASCULARES CONSECUTIVAS A INFUSION, TRANSFUSION E T801 INYECCION TERAPEUTICA T802 INFECCIONES CONSECUTIVAS A INFUSION, TRANSFUSION E INYECCION TERAPEUTICA T803 REACCION DE INCOMPATIBILIDAD AL GRUPO ABO T804 REACCION DE INCOMPATIBILIDAD A Rh T805 CHOQUE ANAFILACTICO DEBIDO A SUERO T806 OTRAS REACCIONES AL SUERO OTRAS COMPLICACIONES CONSECUTIVAS A INFUSION, TRANSFUSION E INYECCION T808 TERAPEUTICA COMPLICACIONES NO ESPECIFICADAS CONSECUTIVAS A INFUSION, TRANSFUSION E T809 INYECCION TERAPEUTICA COMPLICACIONES DE PROCEDIMIENTOS NO HEMORRAGIA Y HEMATOMA QUE COMPLICAN UN PROCEDIMIENTO, NO CLASIFICADOS",T,T80
T81,"T810 CLASIFICADAS EN OTRA PARTE EN OTRA PARTE CHOQUE DURANTE O RESULTANTE DE UN PROCEDIMIENTO, NO CLASIFICADO EN T811 OTRA PARTE PUNCION O LACERACION ACCIDENTAL DURANTE UN PROCEDIMIENTO, NO T812 CLASIFICADAS EN OTRA PARTE T813 DESGARRO DE HERIDA OPERATORIA, NO CLASIFICADO EN OTRA PARTE INFECCION CONSECUTIVA A PROCEDIMIENTO, NO CLASIFICADA EN OTRA PARTE T814 (INFECCION POST QUIRURGICA) CUERPO EXTRAÑO DEJADO ACCIDENTALMENTE EN CAVIDAD CORPORAL O EN HERIDA T815 OPERATORIA CONSECUTIVA A PROCEDIMIENTO REACCIÓN AGUDA A SUSTANCIA EXTRAÑA DEJADA ACCIDENTALMENTE DURANTE UN T816 PROCEDIMIENTO COMPLICACIONES VASCULARES CONSECUTIVAS A PROCEDIMIENTOS, NO T817 CLASIFICADAS EN OTRA PARTE T818 OTRAS COMPLICACIONES DE PROCEDIMIENTOS, NO CLASIFICADAS EN OTRA PARTE COMPLICACIONES DE PROCEDIMIENTOS, NO ESPECIFICADA (SINEQUIA TURBINO T819 SEPTAL)",T,T81
T82,"COMPLICACIONES DE DISPOSITIVOS PROTESICOS, T820 COMPLICACION MECANICA DE PROTESIS DE VALVULA CARDIACA T821 COMPLICACION MECANICA DE DISPOSITIVO ELECTRONICO CARDIACO COMPLICACION MECANICA DE DERIVACION DE ARTERIA CORONARIA E INJERTO T822 VASCULAR T823 COMPLICACION MECANICA DE OTROS INJERTOS VASCULARES T824 COMPLICACION MECANICA DE CATETER PARA DIALISIS VASCULAR COMPLICACION MECANICA DE OTROS DISPOSITIVOS E IMPLANTES T825 CARDIOVASCULARES T826 INFECCION Y REACCION INFLAMATORIA DEBIDAS A PROTESIS DE VALVULA CARDIACA INFECCION Y REACCION INFLAMATORIA DEBIDAS A OTROS DISPOSITIVOS, IMPLANTES T827 E INJERTOS CARDIOVASCULARES OTRAS COMPLICACIONES DE DISPOSITIVOS PROTESICOS, IMPLANTES E INJERTOS T828 CARDIOVASCULARES COMPLICACION NO ESPECIFICADA DE DISPOSITIVO PROTESICO, IMPLANTE E INJERTO T829 CARDIOVASCULAR",T,T82
T83,"COMPLICACIONES DE DISPOSITIVOS, IMPLANTES E T830 COMPLICACION MECANICA DE CATETER URINARIO (FIJO) T831 COMPLICACION MECANICA DE OTROS DISPOSITIVOS E IMPLANTES URINARIOS T832 COMPLICACION MECANICA DE INJERTO EN ORGANO URINARIO T833 COMPLICACION MECANICA DE DISPOSITIVO ANTICONCEPTIVO INTRAUTERINO COMPLICACION MECANICA DE OTROS DISPOSITIVOS, IMPLANTES E INJERTOS EN EL T834 TRACTO GENITAL (SONDA VESICAL, SONDA URETRAL, PORTADOR DE SONDA) INFECCION Y REACCION INFLAMATORIA DEBIDAS A DISPOSITIVO PROTESICO, T835 IMPLANTE E INJERTO EN EL SISTEMA URINARIO INFECCION Y REACCION INFLAMATORIA DEBIDAS A DISPOSITIVO PROTESICO, T836 IMPLANTE E INJERTO EN EL TRACTO GENITAL OTRAS COMPLICACIONES DE DISPOSITIVOS PROTESICOS, IMPLANTES E INJERTOS T838 GENITOURINARIOS: COMPLICACION NO ESPECIFICADA DE DISPOSITIVO PROTESICO, IMPLANTE E INJERTO T839 GENITOURINARIO",T,T83
T84,"COMPLICACIONES DE DISPOSITIVOS PROTESICOS, T840 COMPLICACION MECANICA DE PROTESIS ARTICULAR INTERNA COMPLICACION MECANICA DE DISPOSITIVO DE FIJACION INTERNA DE HUESOS DE UN T841 MIEMBRO T842 COMPLICACION MECANICA DE DISPOSITIVO DE FIJACION INTERNA DE OTROS HUESOS T843 COMPLICACION MECANICA DE OTROS DISPOSITIVOS OSEOS, IMPLANTES E INJERTOS COMPLICACION MECANICA DE OTROS DISPOSITIVOS PROTESICOS, IMPLANTES E T844 INJERTOS ORTOPEDICOS INTERNOS T845 INFECCION Y REACCION INFLAMATORIA DEBIDAS A PROTESIS ARTICULAR INTERNA INFECCION Y REACCION INFLAMATORIA DEBIDAS A DISPOSITIVO DE FIJACION INTERNA T846 (CUALQUIER SITIO) INFECCION Y REACCION INFLAMATORIA DEBIDAS A OTROS DISPOSITIVO DE FIJACION T847 INTERNA (CUALQUIER SITIO) DISPOSITIVOS PROTESICOS, IMPLANTES E INJERTOS ORTOPEDICOS INTERNOS OTRAS COMPLICACIONES DE DISPOSITIVOS PROTESICOS, IMPLANTES E INJERTOS T848 ORTOPEDICOS INTERNOS COMPLICACIONES NO ESPECIFICADAS DE DISPOSITIVOS PROTESICOS, IMPLANTES E T849 INJERTOS ORTOPEDICOS INTERNOS COMPLICACIONES DE DISPOSITIVOS PROTESICOS, COMPLICACION MECANICA DE DERIVACION (ANASTOMOTICA) VENTRICULAR",T,T84
T85,"T850 IMPLANTES E INJERTOS INTERNOS INTRACRANEAL COMPLICACION MECANICA DE IMPLANTE DE ESTIMULADOR ELECTRONICO DEL T851 SISTEMA NERVIOSO T852 COMPLICACION MECANICA DE LENTES INTRAOCULARES COMPLICACION MECANICA DE OTROS DISPOSITIVOS PROTESICOS, IMPLANTES E T853 INJERTOS OCULARES T854 COMPLICACION MECANICA DE PROTESIS E IMPLANTE DE MAMA COMPLICACION MECANICA DE DISPOSITIVO PROTESICO, IMPLANTE E INJERTO T855 GASTROINTESTINAL COMPLICACION MECANICA DE OTROS DISPOSITIVOS PROTESICOS, IMPLANTES E T856 INJERTOS INTERNOS ESPECIFICADOS INFECCION Y REACCION INFLAMATORIA DEBIDAS A OTROS DISPOSITIVOS T857 PROTESICOS, IMPLANTES E INJERTOS INTERNOS OTRAS COMPLICACIONES DE OTROS DISPOSITIVOS PROTESICOS, IMPLANTES E T858 INJERTOS INTERNOS, NO CLASIFICADOS EN OTRA PARTE COMPLICACION NO ESPECIFICADA DE DISPOSITIVO PROTESICO, IMPLANTE E INJERTO T859 INTERNO FALLA Y RECHAZO DEL TRASPLANTE DE ORGANOS Y",T,T85
T86,T860 RECHAZO DE TRASPLANTE DE MEDULA OSEA TEJIDOS T861 FALLA Y RECHAZO DE TRASPLANTE DE RIÑON T862 FALLA Y RECHAZO DE TRASPLANTE DE CORAZON T863 FALLA Y RECHAZO DE TRASPLANTE DE PULMON-CORAZON T864 FALLA Y RECHAZO DE TRASPLANTE DE HIGADO T868 FALLA Y RECHAZO DE OTROS ORGANOS Y TEJIDOS TRASPLANTADOS T869 FALLA Y RECHAZO DEL TRASPLANTE DE ORGANOS Y TEJIDOS NO ESPECIFICADO,T,T86
T87,COMPLICACIONES PECULIARES DE LA REINSERSION Y T870 COMPLICACIONES DE LA REINSERCION (DE PARTE) DE EXTREMIDAD SUPERIOR T871 COMPLICACIONES DE LA REINSERCION (DE PARTE) DE EXTREMIDAD INFERIOR T872 COMPLICACIONES DE OTRAS PARTES DEL CUERPO REINSERTADAS T873 NEUROMA DE MUÑON DE AMPUTACION T874 INFECCION DE MUÑON DE AMPUTACION T875 NECROSIS DE MUÑON DE AMPUTACION T876 OTRAS COMPLICACIONES Y LAS NO ESPECIFICADAS DE MUÑON DE AMPUTACION,T,T87
T88,"OTRAS COMPLICACIONES DE LA ATENCION MEDICA Y T880 INFECCION CONSECUTIVA A INMUNIZACION OTRAS COMPLICACIONES CONSECUTIVAS A INMUNIZACION, NO CLASIFICADAS EN T881 OTRA PARTE T882 CHOQUE DEBIDA A ANESTESIA T883 HIPERTERMIA MALIGNA DEBIDA A ANESTESIA T884 FALLA O DIFICULTAD DE LA INTUBACION T885 OTRAS COMPLICACIONES DE LA ANESTESIA CHOQUE ANAFILACTICO DEBIDO A EFECTO ADVERSO DE DROGA O MEDICAMENTO T886 CORRECTO ADMINISTRADO APROPIADAMENTE T887 EFECTO ADVERSO NO ESPECIFICADO DE DROGA O MEDICAMENTO (RAM) OTRAS COMPLICACIONES ESPECIFICADAS DE LA ATENCION MEDICA Y QUIRURGICA, T888 NO CLASIFICADAS EN OTRA PARTE T889 COMPLICACIONES NO ESPECIFICADAS DE LA ATENCION MEDICA Y QUIRURGICA",T,T88
T90,SECUELAS DE TRAUMATISMOS DE LA CABEZA T900 SECUELAS DE TRAUMATISMO SUPERFICIAL DE LA CABEZA T901 SECUELAS DE HERIDA DE LA CABEZA T902 SECUELAS DE FRACTURA DEL CRANEO Y DE HUESOS FACIALES T903 SECUELAS DE TRAUMATISMO DE NERVIOS CRANEALES T904 SECUELAS DE TRAUMATISMO DEL OJO Y DE LA ORBITA T905 SECUELAS DE TRAUMATISMO INTRACRANEAL T908 SECUELAS DE OTROS TRAUMATISMOS ESPECIFICADOS DE LA CABEZA T909 SECUELAS DE TRAUMATISMO NO ESPECIFICADO DE LA CABEZA SECUELAS DE TRAUMATISMOS DEL CUELLO Y DEL,T,T90
T91,T910 SECUELAS DE TRAUMATISMO SUPERFICIAL Y HERIDAS DEL CUELLO Y DEL TRONCO TRONCO T911 SECUELAS DE FRACTURA DE LA COLUMNA VERTEBRAL T912 SECUELAS DE OTRA FRACTURA DEL TORAX Y DE LA PELVIS T913 SECUELAS DE TRAUMATISMO DE LA MEDULA ESPINAL T914 SECUELAS DE TRAUMATISMO DE ORGANOS INTRATORACICOS T915 SECUELAS DE TRAUMATISMO DE ORGANOS INTRAABDOMINALES Y PELVICOS T918 SECUELAS DE OTROS TRAUMATISMOS ESPECIFICADOS DEL CUELLO Y DEL TRONCO T919 SECUELAS DE TRAUMATISMO NO ESPECIFICADOS DEL CUELLO Y DEL TRONCO,T,T91
T92,"SECUELAS DE TRAUMATISMOS DE MIEMBRO SUPERIOR T920 SECUELAS DE HERIDA DE MIEMBRO SUPERIOR T921 SECUELAS DE FRACTURA DEL BRAZO T922 SECUELAS DE FRACTURA DE LA MUÑECA Y DE LA MANO T923 SECUELAS DE LUXACION, TORCEDURA Y ESGUINCE DE MIEMBRO SUPERIOR T924 SECUELAS DE TRAUMATISMO DE NERVIO DE MIEMBRO SUPERIOR T925 SECUELAS DE TRAUMATISMO DE TENDON Y MUSCULO DE MIEMBRO SUPERIOR SECUELAS DE APLASTAMIENTO Y AMPUTACION TRAUMATICAS DE MIEMBRO T926 SUPERIOR T928 SECUELAS DE OTROS TRAUMATISMOS ESPECIFICADOS DE MIEMBRO SUPERIOR T929 SECUELAS DE TRAUMATISMO NO ESPECIFICADO DE MIEMBRO SUPERIOR",T,T92
T93,"SECUELAS DE TRAUMATISMOS DE MIEMBRO INFERIOR T930 SECUELAS DE HERIDA DE MIEMBRO INFERIOR T931 SECUELAS DE FRACTURA DE FEMUR T932 SECUELAS DE OTRAS FRACTURAS DE MIEMBRO INFERIOR T933 SECUELAS DE LUXACION, TORCEDURA Y ESGUINCE DE MIEMBRO INFERIOR T934 SECUELAS DE TRAUMATISMO DE NERVIO DE MIEMBRO INFERIOR T935 SECUELAS DE TRAUMATISMO DE TENDON Y MUSCULO DE MIEMBRO INFERIOR T936 SECUELAS DE APLASTAMIENTO Y AMPUTACION TRAUMATICAS DE MIEMBRO INFERIOR T938 SECUELAS DE OTROS TRAUMATISMOS ESPECIFICADOS DE MIEMBRO INFERIOR T939 SECUELAS DE TRAUMATISMO NO ESPECIFICADO DE MIEMBRO INFERIOR",T,T93
T94,SECUELAS DE TRAUMATISMOS QUE AFECTAN T940 SECUELAS DE TRAUMATISMOS QUE AFECTAN MULTIPLES REGIONES DEL CUERPO T941 SECUELAS DE TRAUMATISMOS DE REGIONES NO ESPECIFICADAS DEL CUERPO,T,T94
T95,"SECUELAS DE QUEMADURAS, CORROSIONES Y T950 SECUELAS DE QUEMADURA, CORROSION Y CONGELAMIENTO DE LA CABEZA Y DEL T951 SECUELAS DE QUEMADURA, CORROSION Y CONGELAMIENTO DEL TRONCO T952 SECUELAS DE QUEMADURA, CORROSION Y CONGELAMIENTO DE MIEMBRO SUPERIOR T953 SECUELAS DE QUEMADURA, CORROSION Y CONGELAMIENTO DE MIEMBRO INFERIOR SECUELAS DE QUEMADURA Y CORROSION CLASIFICABLES SOLO DE ACUERDO CON T954 LA EXTENSION DE LA SUPERFICIE DEL CUERPO AFECTADA SECUELAS DE OTRAS QUEMADURAS, CORROSIONES Y CONGELAMIENTOS T958 ESPECIFICADOS T959 SECUELAS DE QUEMADURA, CORROSION Y CONGELAMIENTO NO ESPECIFICADOS SECUELAS DE ENVENENAMIENTOS POR DROGAS, SECUELAS DE ENVENENAMIENTOS POR DROGAS, MEDICAMENTOS Y SUSTANCIAS",T,T95
T96,T96 MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS BIOLOGICAS SECUELAS DE EFECTOS TOXICOS DE SUSTANCIAS DE SECUELAS DE EFECTOS TOXICOS DE SUSTANCIAS DE PROCEDENCIA,T,T96
T97,T97 PROCEDENCIA NO MEDICINAL PRINCIPALMENTE NO MEDICINAL SECUELAS DE OTROS EFECTOS Y LOS NO SECUELAS DE EFECTOS DE CUERPOS EXTRAÑOS QUE PENETRAN EN ORIFICIOS,T,T97
T98,"T980 ESPECIFICADOS DE CAUSAS EXTERNAS NATURALES T981 SECUELAS DE OTROS EFECTOS Y LOS NO ESPECIFICADOS DE CAUSAS EXTERNAS T982 SECUELAS DE CIERTAS COMPLICACIONES PRECOCES DE LOS TRAUMATISMOS SECUELAS DE COMPLICACIONES DE LA ATENCION MEDICA Y QUIRURGICA, NO T983 CLASIFICADAS EN OTRA PARTE PEATON LESIONADO POR COLISION CON VEHICULO DE PEATON LESIONADO POR COLISION CON VEHICULO DE PEDAL: ACCIDENTE NO DE",T,T98
V01,V010 PEDAL TRANSITO PEATON LESIONADO POR COLISION CON VEHICULO DE PEDAL: ACCIDENTE DE V011 TRANSITO PEATON LESIONADO POR COLISION CON VEHICULO DE PEDAL: ACCIDENTE NO V019 ESPECIFICADO COMO DE TRANSITO O NO DE TRANSITO PEATON LESIONADO POR COLISION CON VEHICULO DE PEATON LESIONADO POR COLISION CON VEHICULO DE MOTOR DE DOS O TRES,V,V01
V02,"V020 DOS O TRES RUEDAS RUEDAS: ACCIDENTE NO DE TRANSITO PEATON LESIONADO POR COLISION CON VEHICULO DE MOTOR DE DOS O TRES V021 RUEDAS: ACCIDENTE DE TRANSITO PEATON LESIONADO POR COLISION CON VEHICULO DE MOTOR DE DOS O TRES V029 RUEDAS: ACCIDENTE NO ESPECIFICADO COMO DE TRANSITO O NO DE TRANSITO PEATON LESIONADO POR COLISION CON AUTOMOVIL PEATON LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA:",V,V02
